Rank,Name,State,Lat,Long,Total_Visits,client_coords,num_stores_Aldi,num_stores_Publix,num_stores_The_Fresh_Market,num_stores_Total_Wine_&_More,num_stores_Trader_Joe's,num_stores_Walmart_Neighborhood_Market,num_stores_Whole_Foods_Market,num_stores_Winn-Dixie,num_stores_ABC_Fine_Wine_&_Spirits,num_stores_Sprouts_Farmers_Market,total_visit_Aldi,total_visit_Publix,total_visit_The_Fresh_Market,total_visit_Total_Wine_&_More,total_visit_Trader_Joe's,total_visit_Walmart_Neighborhood_Market,total_visit_Whole_Foods_Market,total_visit_Winn-Dixie,total_visit_ABC_Fine_Wine_&_Spirits,total_visit_Sprouts_Farmers_Market,num_grocery_stores,total_grocery_visit,num_Discretionary,num_High-Mid-Range,num_Low-Mid-Range,num_Workforce,avg_sqft_Discretionary,avg_sqft_High_Mid-Range,avg_sqft_Low-Mid-Range,avg_sqft_Workforce,avg_rent_Discretionary,avg_rent_High_Mid-Range,avg_rent_Low-Mid-Range,avg_rent_Workforce,Student_Housing,Affordable_Housing,Military_Housing,Senior_Housing,Adaptive_Reuse,Single_Family_Rental,Fractured_Condo,Completed,Planned,Prospective,Under_Construction,num_nearby_Burlington,num_nearby_Kohl's,num_nearby_Lowe's,num_nearby_Ross_Dress_for_Less,num_nearby_The_Home_Depot,num_nearby_Walmart,num_nearby_HomeGoods,num_nearby_T.J._Maxx,num_nearby_Marshalls,tot_visits_nearby_Burlington,tot_visits_nearby_Kohl's,tot_visits_nearby_Lowe's,tot_visits_nearby_Ross_Dress_for_Less,tot_visits_nearby_The_Home_Depot,tot_visits_nearby_Walmart,tot_visits_nearby_HomeGoods,tot_visits_nearby_T.J._Maxx,tot_visits_nearby_Marshalls,num_starbucks,has_starbucks,num_malls,tot_stores,2022 Total Population,2022 Population Density,2022 Median Household Income,2022 Median Net Worth,2022 Median Disposable Income,2022 Median Age,2022 Total Housing Units,2022 Median Home Value,2022 Owner Occupied HUs,2022 Renter Occupied HUs,2020 Median Year Structure Built: HUs (ACS 5-Yr),2022 Pop Age 25+: Bachelor's Degree,2022 Pop Age 25+: Grad/Professional Degree,2022 Apparel/Accessory Sales ($000) (SIC),2022 Furniture/Home Furnish Sales ($000) (SIC),2022 Home Improvement Sales ($000) (SIC),2022 Men`s Apparel,2022 Women`s Apparel,2022 Bought Clothing in Dept Store/6 Mo,2022 Bought Clothing in Discount Store/6 Mo,2022 Bought Clothing Online/6 Mo,2022 HH Purchased Low Ticket HH Furnishing/12 Mo,2022 Tapestry Adult Pop Base_x,2022 Discount Store Clothes Just as Good: 4-Agr Cmpl,2022 Total Daytime Population,2022 Daytime Pop Density,2022 Pop Age 15+: Married,2022 Pop Age 15+: Divorced,2022 Pop Age 15+: Never Married,2022 Black Population,2022 White Population,2022 Hispanic Population,2022 Total Crime Index,2022 Personal Crime Index,2022 Property Crime Index,2022 Tapestry Adult Pop Base_y,2022 Pop 18+ in Tapestry Seg 1A,2022 Pop 18+ in Tapestry Seg 1B,2022 Pop 18+ in Tapestry Seg 1C,2022 Pop 18+ in Tapestry Seg 1D,2022 Pop 18+ in Tapestry Seg 1E,2022 Pop 18+ in Tapestry Seg 2A,2022 Pop 18+ in Tapestry Seg 2B,2022 Pop 18+ in Tapestry Seg 2C,2022 Pop 18+ in Tapestry Seg 2D,2022 Pop 18+ in Tapestry Seg 3A,2022 Pop 18+ in Tapestry Seg 3B,2022 Pop 18+ in Tapestry Seg 3C,2022 Pop 18+ in Tapestry Seg 4A,2022 Pop 18+ in Tapestry Seg 4B,2022 Pop 18+ in Tapestry Seg 4C,2022 Pop 18+ in Tapestry Seg 5A,2022 Pop 18+ in Tapestry Seg 5B,2022 Pop 18+ in Tapestry Seg 5C,2022 Pop 18+ in Tapestry Seg 5D,2022 Pop 18+ in Tapestry Seg 5E,2022 Pop 18+ in Tapestry Seg 6A,2022 Pop 18+ in Tapestry Seg 6B,2022 Pop 18+ in Tapestry Seg 6C,2022 Pop 18+ in Tapestry Seg 6D,2022 Pop 18+ in Tapestry Seg 6E,2022 Pop 18+ in Tapestry Seg 6F,2022 Pop 18+ in Tapestry Seg 7A,2022 Pop 18+ in Tapestry Seg 7B,2022 Pop 18+ in Tapestry Seg 7C,2022 Pop 18+ in Tapestry Seg 7D,2022 Pop 18+ in Tapestry Seg 7E,2022 Pop 18+ in Tapestry Seg 7F,2022 Pop 18+ in Tapestry Seg 8A,2022 Pop 18+ in Tapestry Seg 8B,2022 Pop 18+ in Tapestry Seg 8C,2022 Pop 18+ in Tapestry Seg 8D,2022 Pop 18+ in Tapestry Seg 8E,2022 Pop 18+ in Tapestry Seg 8F,2022 Pop 18+ in Tapestry Seg 8G,2022 Pop 18+ in Tapestry Seg 9A,2022 Pop 18+ in Tapestry Seg 9B,2022 Pop 18+ in Tapestry Seg 9C,2022 Pop 18+ in Tapestry Seg 9D,2022 Pop 18+ in Tapestry Seg 9E,2022 Pop 18+ in Tapestry Seg 9F,2022 Pop 18+ in Tapestry Seg 10A,2022 Pop 18+ in Tapestry Seg 10B,2022 Pop 18+ in Tapestry Seg 10C,2022 Pop 18+ in Tapestry Seg 10D,2022 Pop 18+ in Tapestry Seg 10E,2022 Pop 18+ in Tapestry Seg 11A,2022 Pop 18+ in Tapestry Seg 11B,2022 Pop 18+ in Tapestry Seg 11C,2022 Pop 18+ in Tapestry Seg 11D,2022 Pop 18+ in Tapestry Seg 11E,2022 Pop 18+ in Tapestry Seg 12A,2022 Pop 18+ in Tapestry Seg 12B,2022 Pop 18+ in Tapestry Seg 12C,2022 Pop 18+ in Tapestry Seg 12D,2022 Pop 18+ in Tapestry Seg 13A,2022 Pop 18+ in Tapestry Seg 13B,2022 Pop 18+ in Tapestry Seg 13C,2022 Pop 18+ in Tapestry Seg 13D,2022 Pop 18+ in Tapestry Seg 13E,2022 Pop 18+ in Tapestry Seg 14A,2022 Pop 18+ in Tapestry Seg 14B,2022 Pop 18+ in Tapestry Seg 14C,2022 Pop 18+ in Tapestry Seg 15
22,T.J. Maxx,FL,26.20787927,-81.76659535,474058,"26.20787927,-81.76659535",1,4,1,1,0,1,0,0,0,0,273493,3173622,203764,257345,0,797549,0,0,0,0,8,4705773,1,11,5,0,1039.872340425532,953.9946953490726,893.2753500057097,,2440.0,2044.7777777777778,1813.0,,0.0,3.0,0.0,2.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,1,1,1,2,3,4,2,0,2,250447,383506,867257,546723,3055081,6435766,688777,,780216,1,1,4,145.0,47398,1590.1,96760,331692,80345,56.3,30797,460461,15186,7399,1992,11892,7761,189353,293955,317458,15180396,26699684,14883,5930,14287,4829,41165,11462,83837,2812.6,24569,4998,8635,1027,38293,7193,89,61,94,41165,685,0,0,0,1322,0,0,0,0,0,0,0,0,0,238,0,0,310,0,2719,558,0,131,0,0,0,0,0,349,0,0,0,0,0,6507,0,1846,1049,0,12798,5735,2279,0,3723,0,0,0,0,0,0,0,0,735,0,77,0,0,0,0,0,0,106,0,0,0,0,0,0
23,T.J. Maxx,FL,26.72314373,-80.09031477,471527,"26.72314373,-80.09031477",1,4,0,0,0,0,1,0,0,0,300961,3147841,0,0,0,0,886823,0,0,0,6,4335625,14,25,49,23,963.2091577668863,946.8507330183828,913.3788012399301,728.9623642289339,3147.25,2116.125,1682.7058823529412,1266.4,0.0,38.0,0.0,13.0,1.0,0.0,6.0,75.0,11.0,16.0,10.0,3,2,3,7,6,6,2,3,3,1084873,720082,1796876,2499131,6206538,10538926,735224,1532768,1518490,2,1,2,53.0,122912,4120.9,55698,53478,48932,37.7,58864,274780,21204,29903,1983,16867,10028,140009,275687,370958,20030083,34661030,35789,14339,29339,10708,97590,31909,162858,5460.2,37976,12980,44693,41530,44189,37511,183,213,178,97590,0,0,0,0,0,0,0,0,0,0,5656,0,0,3303,0,198,793,1215,819,0,293,0,0,0,0,0,28,0,5548,4665,0,2780,0,6066,1630,0,1906,1905,0,50,2718,2472,0,3729,1807,0,0,0,36,0,0,7842,6675,10208,5862,6939,0,0,2897,1135,0,4111,2910,0,0,1394,0,0
24,T.J. Maxx,FL,30.31812252,-81.49467181,468333,"30.31812252,-81.49467181",0,2,1,0,0,1,0,3,0,1,0,1780342,334744,0,0,487690,0,1134206,0,297087,8,4034069,4,26,20,2,1112.5068015626205,995.4819703758704,899.5994011684559,940.0289855072464,1680.25,1560.157894736842,1210.142857142857,2193.0,2.0,11.0,0.0,0.0,0.0,0.0,2.0,47.0,0.0,5.0,0.0,1,1,3,4,4,5,3,1,1,268309,405081,1947899,1313767,3301339,8998739,1058075,182806,541376,0,0,3,36.0,96016,2819.4,75922,130355,61818,35.8,40211,262664,22711,15158,1993,16696,7989,40890,139452,318545,16999600,30280635,28607,11552,24438,8105,74900,23327,80756,2371.3,38257,9633,26762,15296,54297,13819,107,94,110,74900,645,0,0,1122,0,0,0,0,0,0,0,0,10299,13005,5162,346,4260,1273,3273,0,1272,0,0,0,0,0,7618,0,2328,0,0,0,0,0,12479,0,760,81,346,0,0,0,0,0,0,0,0,0,399,0,0,6070,849,0,183,0,2472,0,0,0,0,0,0,0,0,659,0,0
25,T.J. Maxx,FL,26.54322828,-81.87297893,462091,"26.54322828,-81.87297893",1,4,1,1,0,1,1,1,1,0,192245,3173713,327219,422594,0,489214,684502,257582,63611,0,11,5610680,1,16,15,0,1158.6822429906542,952.0378314027678,974.1422252169533,,1830.0,1458.7333333333333,1510.6363636363637,,0.0,2.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,2.0,2.0,3,1,5,4,4,6,3,2,2,920631,581000,3686465,1320829,4470097,11426042,1109486,581939,817369,2,1,1,15.0,101565,2284.9,63492,180617,54375,50.8,59493,273743,31054,16464,1987,17691,11298,114078,345803,408921,20294908,35924510,30572,13012,27403,10301,86330,24836,146945,3305.8,41841,13764,24306,7801,72603,17844,95,88,96,86330,0,0,0,993,2803,0,0,0,0,0,0,0,0,0,0,3230,6918,0,3840,5094,580,0,2036,0,0,123,0,0,594,0,0,0,0,1789,2133,0,538,8516,473,7895,3497,5483,3561,8234,0,0,0,0,0,0,0,6939,6412,737,175,0,193,1806,0,0,0,1738,0,0,0,0,0,0
26,T.J. Maxx,FL,28.00274354,-81.71699889,452901,"28.00274354,-81.71699889",1,3,0,0,0,0,0,0,1,0,276836,2366221,0,0,0,0,0,0,49007,0,5,2692064,0,5,7,15,,1017.0334669220598,861.4507763975156,651.6836226778101,,1349.4,1102.3333333333333,1026.5,0.0,13.0,0.0,5.0,0.0,0.0,0.0,18.0,0.0,8.0,1.0,0,1,3,0,2,5,0,0,0,,289915,1863379,,1165636,10366938,,,,0,0,2,36.0,53131,1868.3,54948,113995,47660,43.4,23526,222831,13323,7711,1978,5230,2989,10106,22597,133328,7123038,13464178,15238,6655,12684,4348,42281,13549,89650,3152.4,19901,6251,13881,10719,31119,10728,96,108,94,42281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1614,6013,0,0,3958,8107,0,0,0,0,0,3733,0,0,94,1265,0,0,0,0,0,0,0,967,1287,0,2339,0,621,75,1729,1339,0,0,1036,0,0,0,0,1099,281,1249,3299,192,1983,0,0,0,0,0,0,0,0,0
27,T.J. Maxx,FL,27.83769786,-82.78558611,447977,"27.83769786,-82.78558611",1,5,0,1,0,0,0,4,1,1,253964,3985741,0,372268,0,0,0,1293355,66878,225132,13,6197338,0,3,11,4,,1006.5356499944529,861.2202456897361,692.1948470209339,,2110.6666666666665,1408.1666666666667,1129.0,0.0,8.0,0.0,2.0,0.0,0.0,1.0,16.0,0.0,1.0,1.0,3,1,4,5,6,6,3,3,4,856848,464864,2752926,1385021,5685602,11657791,1083240,1200932,910434,1,1,2,39.0,133859,3298.6,64434,227602,54788,53.9,73795,270784,48278,13174,1975,22172,11722,103928,103067,433141,26098246,47851325,40744,17869,36255,13229,114871,33401,128850,3175.2,59856,18277,29826,5247,107443,12326,79,52,84,114871,0,0,0,4180,4435,0,0,0,1637,0,0,0,0,3536,0,8183,1882,3379,11159,11651,1843,0,3359,0,0,3520,0,0,1423,0,0,0,0,0,0,0,3058,3963,1055,7799,3985,8907,18875,1582,0,0,0,0,0,0,0,0,0,433,0,1277,2494,1256,0,0,0,0,0,0,0,0,0,0
28,T.J. Maxx,FL,28.34259836,-81.43024952,440521,"28.34259836,-81.43024952",0,3,1,0,0,1,0,0,1,0,0,2416298,259322,0,0,836218,0,0,102408,0,6,3614246,7,21,41,21,1055.8580511339992,1008.7918943355693,997.2110386172208,783.1868279760002,1907.857142857143,1821.235294117647,1594.2727272727273,1171.75,0.0,27.0,0.0,5.0,2.0,1.0,3.0,57.0,7.0,19.0,7.0,3,1,2,13,5,8,1,2,4,840615,451703,1082197,4175580,3602880,20611510,225273,621792,1444467,0,0,6,217.0,90258,3844.8,50338,25574,42966,34.3,36189,268051,11677,19677,1995,11817,5494,69706,121593,237186,10304245,17824153,26274,10380,22079,7118,69735,22411,90364,3849.3,32755,8712,28407,8131,28101,55348,122,124,122,69735,0,0,0,0,0,0,1057,0,0,0,0,0,5532,80,0,0,0,0,0,0,0,0,0,0,62,0,2326,0,3924,0,0,0,0,0,10853,0,901,0,2401,0,0,0,0,0,0,0,0,0,5728,0,0,0,22333,319,0,0,0,0,0,14219,0,0,0,0,0,0,0,0
29,T.J. Maxx,FL,25.94449895,-80.16804489,437395,"25.94449895,-80.16804489",1,6,0,2,0,0,1,4,1,0,307173,5855134,0,1022239,0,0,1208356,1959059,104558,0,15,10456519,7,35,27,69,1044.1246865480396,928.9184663995471,879.1705526193759,825.0846096385288,2456.2,2020.3333333333333,1476.8,1412.923076923077,0.0,34.0,0.0,10.0,0.0,1.0,2.0,86.0,12.0,36.0,6.0,9,2,2,15,7,9,3,5,6,3717991,860866,1399927,5135893,8894725,19866893,1094061,1905806,2095600,1,1,10,284.0,157957,7623.4,54190,67557,46954,38.6,66073,304071,29467,28033,1971,20281,10884,368804,219046,285157,22191848,38768356,44431,16203,39020,12025,123928,37486,163388,7885.5,56199,13651,52119,63034,40997,57671,145,147,144,123928,318,0,0,4501,0,0,6585,0,4321,0,0,0,0,0,0,0,920,0,0,311,0,0,0,0,0,0,206,9629,9649,0,0,1768,4217,3929,1951,0,1492,1586,0,1523,1248,1599,923,5485,992,0,0,0,0,0,17633,3101,12764,1212,1997,18605,0,0,237,2508,0,0,1236,1485,0,0,0,0
30,T.J. Maxx,FL,28.35488355,-80.69962881,436561,"28.35488355,-80.69962881",1,2,0,0,0,0,0,0,1,0,92383,1975918,0,0,0,0,0,0,44295,0,4,2112596,0,2,3,8,,1162.3833271991166,1064.1475409836066,823.6869567967964,,1779.5,1558.0,947.8571428571429,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0,1,1,2,1,3,1,1,0,,434068,824054,600443,963236,5673420,522058,350150,,1,1,1,12.0,55737,1777.8,62560,188763,53549,48.7,26503,303199,17196,6652,1971,8786,5041,32586,69655,116404,9577713,18091036,16574,7267,14139,5015,45796,14010,63399,2022.2,24092,6071,13232,7149,39113,6417,126,153,121,45796,0,0,0,2008,798,0,0,0,0,0,0,0,325,0,0,5143,0,0,7449,10979,718,0,2070,0,0,118,0,0,0,0,0,0,0,0,0,0,0,2642,2282,43,1243,703,0,1386,590,0,0,0,0,0,0,0,0,9,1439,0,2244,900,2094,0,0,0,611,0,0,0,0,0
31,T.J. Maxx,FL,28.85592895,-82.38808677,436022,"28.85592895,-82.38808677",0,1,0,0,0,0,0,1,1,0,0,947904,0,0,0,0,0,336688,67229,0,3,1351821,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,1,0,0,2,0,0,0,,,836965,,,3785954,,,,0,0,1,17.0,24636,428.1,54778,188667,47089,58.8,12860,206183,8790,2285,1988,2601,1485,1486,24539,66425,3951528,7132958,7067,3193,6694,2372,21370,6250,30619,532.0,11592,2842,4845,838,21023,1593,71,67,72,21370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5604,0,1489,8623,2052,0,0,71,0,0,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,T.J. Maxx,FL,27.9343907,-82.5041293,433619,"27.9343907,-82.5041293",0,5,1,1,1,1,0,1,2,1,0,3980774,471439,448635,824432,762569,0,303621,179835,282179,13,7253484,18,25,37,26,906.1371939714742,888.79668719594,772.9500552921012,676.6201424553667,2626.294117647059,2191.125,1570.1666666666667,1752.0,2.0,22.0,0.0,10.0,0.0,0.0,2.0,68.0,5.0,21.0,12.0,4,0,3,3,4,6,0,1,2,1058415,,2119331,1085375,3516343,9947021,,335513,884125,1,1,2,40.0,136328,4651.1,78742,112752,65084,39.6,67006,384058,32238,28836,1979,30952,21221,299050,308866,263824,35205523,61531711,41320,16974,40779,13080,113599,34494,249449,8510.4,50204,15674,45627,12489,88161,32551,84,99,82,113599,7048,1600,0,0,469,13689,0,0,1546,930,19411,0,0,58,1335,0,4311,3864,5546,677,0,0,0,0,0,0,0,0,198,653,0,6974,0,7158,0,0,3518,3835,1542,0,4791,0,1348,3588,2126,0,0,0,0,0,0,6322,1446,3289,652,1513,0,771,1740,25,0,0,0,0,0,1596,0,27
33,T.J. Maxx,FL,28.98319412,-81.2970863,433588,"28.98319412,-81.2970863",0,1,0,0,0,1,0,0,0,0,0,1340854,0,0,0,636194,0,0,0,0,2,1977048,0,2,7,10,,1081.640470397405,1096.624579940417,719.307390060104,,1575.5,1898.5,973.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,14.0,0.0,5.0,0.0,0,1,3,2,1,2,0,0,0,,437769,2037373,843913,815805,4074925,,,,1,1,0,0.0,72972,1599.7,58676,144013,51166,44.4,31896,252851,18837,9961,1988,9502,5174,7603,36607,94811,10070099,18991021,21196,9168,17036,6176,59083,18236,69380,1521.0,29305,8776,18421,8007,49246,14583,132,105,137,59083,0,0,0,0,0,0,0,0,0,0,0,0,0,2047,2246,9623,0,0,4364,6023,0,2463,1255,0,0,4152,0,0,1516,0,0,0,0,0,0,0,0,4151,1243,68,0,2173,1936,4744,0,0,0,0,0,0,0,0,0,0,1683,0,1164,6921,1310,0,0,0,0,0,0,0,0,0
34,T.J. Maxx,FL,26.05054556,-80.1584286,432420,"26.05054556,-80.1584286",1,5,0,0,0,1,0,2,0,0,383014,4879932,0,0,0,764185,0,677737,0,0,9,6704868,7,11,45,21,1015.7815259013418,1065.6690628306155,732.1992223393345,742.5316814863008,2156.0,2203.5555555555557,1401.1666666666667,1111.0,0.0,16.0,0.0,6.0,0.0,0.0,1.0,33.0,18.0,27.0,7.0,9,2,3,15,9,10,2,5,6,3166333,760931,1894589,4550097,9886969,19410159,793028,1797490,1799321,0,0,2,94.0,195737,4152.1,58258,73084,50957,42.1,92189,327312,39211,40865,1970,28250,16495,114754,360051,518861,31405883,55575398,57920,23238,50842,17487,158485,48917,229582,4870.0,69345,23430,61418,44292,84952,70484,149,127,153,158485,0,0,0,1193,1881,2695,9640,0,1838,0,1569,2574,1556,1769,0,849,7079,1789,1236,1263,0,0,876,0,0,0,0,2919,9166,0,0,1124,1266,9931,4898,0,11458,11265,0,0,4359,0,3605,4285,0,0,0,0,1919,0,550,4161,7137,20909,5700,7286,0,0,4546,1121,0,1912,1162,0,0,0,0,0
35,T.J. Maxx,FL,28.09657182,-82.50415771,426394,"28.09657182,-82.50415771",1,5,1,0,0,0,1,1,0,1,182008,3837270,280584,0,0,0,554225,401345,0,251894,10,5507326,1,13,7,1,1114.2485875706216,853.3070846686697,851.6533854652113,705.2325581395348,2058.0,1581.0,1650.5714285714287,963.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,1.0,0.0,4,1,5,8,5,10,3,1,2,901239,404724,3676406,2354627,4899489,17087944,995451,335513,820566,1,1,6,130.0,72756,2283.8,84564,256698,71110,45.3,31171,321344,20769,8888,1984,15877,9007,18257,77673,124616,16137277,28907617,22582,9183,20705,6549,60458,16945,68422,2147.7,32399,7773,18824,5023,44182,22573,65,58,66,60458,0,1654,337,795,7131,0,3678,0,0,0,0,0,424,12977,0,3554,9617,0,34,0,210,0,0,0,0,0,0,0,0,0,0,0,0,1777,4784,0,0,1256,0,0,5707,0,634,0,33,0,0,0,0,0,0,3270,0,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36,T.J. Maxx,FL,27.3912488,-82.45129698,425778,"27.3912488,-82.45129698",0,1,1,1,0,0,1,0,0,0,0,632409,281977,365584,0,0,829590,0,0,0,4,2109560,6,13,2,0,1051.6451585197362,1018.1424719176217,,,2392.6,2022.888888888889,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,3.0,1.0,2,1,3,3,4,5,2,2,2,635888,381637,2224142,928384,3953521,8383436,748322,542232,787620,4,1,3,202.0,20683,1111.5,82401,323855,68686,57.4,12548,354448,7393,3059,1994,4989,3884,167419,145351,174544,5900150,10509040,6389,2657,6116,2343,18159,4831,31561,1696.2,10318,2282,3917,722,16821,2179,81,55,85,18159,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,525,6215,0,854,824,118,0,19,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,4712,398,1505,0,2821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,T.J. Maxx,FL,26.4087816,-81.80781382,424396,"26.4087816,-81.80781382",0,2,0,1,0,0,0,0,1,1,0,1120521,0,201825,0,0,0,0,37980,233243,5,1593569,3,7,4,0,1056.1513574660632,1098.8295671122628,1385.0,,1875.3333333333333,2160.0,2618.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,2.0,1,0,2,2,2,3,2,0,2,195488,,1398600,396186,2013657,5006633,527225,,798000,2,1,2,33.0,55851,1697.7,85835,462510,72166,61.4,38265,367733,22470,4061,1999,11702,8414,95691,104549,189842,15533785,27882304,17091,7274,15778,5834,49190,13717,66481,2020.9,33001,4548,8404,791,45321,8965,96,59,102,49190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3174,0,1425,0,0,449,0,0,0,0,6217,936,0,0,888,1931,0,0,0,0,287,0,1162,1173,0,19915,0,6145,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,312,0,0,0,0,0,0
38,T.J. Maxx,FL,28.24525552,-82.3519224,422295,"28.24525552,-82.3519224",0,1,0,0,0,0,0,1,0,0,0,945186,0,0,0,0,0,447786,0,0,2,1392972,0,8,0,0,,962.0310633213858,,,,1540.0,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,4.0,0.0,1,0,2,4,2,4,2,0,2,204168,,1516215,955846,1536300,8017906,598855,,703338,0,0,1,33.0,33909,1082.3,89699,266511,75558,40.3,13331,283446,9685,2825,2003,6141,3644,100273,92347,21713,6243693,11019492,10296,4281,8558,2778,26359,8310,33947,1083.5,16256,3042,6896,3008,21408,7536,86,85,86,26359,0,0,3344,0,0,0,0,0,0,0,0,0,3611,15,3550,0,0,0,0,0,0,0,0,0,806,0,9021,0,0,0,0,0,0,0,0,0,976,0,0,0,0,2755,0,0,0,2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,T.J. Maxx,FL,27.17634489,-80.23343587,420282,"27.17634489,-80.23343587",1,2,1,0,0,0,0,1,1,1,313396,1062574,349424,0,0,0,0,417173,55192,157248,7,2355007,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1,2,1,2,2,1,0,1,,391326,1074543,327486,1542510,4452758,412995,,403317,1,1,2,38.0,59032,2023.4,69321,196593,57212,50.5,30021,299480,18022,7719,1983,9017,5365,41513,115025,225364,11556265,20337846,18018,7563,15201,5568,49405,14378,77121,2643.5,24183,7954,14113,3489,43315,11392,78,61,81,49405,667,0,0,78,640,0,0,0,0,0,0,0,0,0,5352,0,5171,0,0,0,246,1318,2117,0,0,14,0,0,919,0,0,0,0,0,0,0,1809,1742,0,5564,1813,6811,514,3355,0,0,0,0,0,907,0,0,0,5160,0,0,0,0,1761,2055,0,1392,0,0,0,0,0,0
40,T.J. Maxx,FL,26.67048683,-80.20063747,420064,"26.67048683,-80.20063747",0,4,1,1,1,0,1,0,1,1,0,3262178,249086,273927,708994,0,907618,0,66928,350351,10,5819082,7,10,3,0,1187.6703560000437,1055.6960002478615,836.3745851114272,,2397.4285714285716,2377.6,1700.0,,0.0,3.0,0.0,0.0,0.0,0.0,3.0,17.0,2.0,1.0,0.0,2,1,2,6,5,6,1,2,2,836341,437250,1252510,2287839,5347757,10477567,339550,1274464,1122800,0,0,5,89.0,84714,2476.6,92234,292754,77279,40.7,32997,364962,22409,7755,1996,15551,9407,161760,115723,244528,17011074,29989991,25176,10379,23080,6737,66713,19657,86284,2522.5,37433,7531,21008,15930,43107,22618,83,66,86,66713,0,815,7988,2635,2634,3926,226,0,0,0,0,0,5005,14274,0,24,97,1805,0,0,721,0,0,0,0,0,9804,0,1146,0,0,0,0,0,1982,0,1243,0,0,5350,119,1363,0,721,0,0,0,0,0,0,0,0,4113,0,0,0,0,0,0,0,397,328,0,0,0,0,0,0
41,T.J. Maxx,FL,26.00591221,-80.29370672,417530,"26.00591221,-80.29370672",1,8,1,0,1,0,0,0,1,1,180401,6863001,397661,0,920914,0,0,0,118505,263098,13,8743580,16,21,17,0,1151.1626092477188,942.0480523481037,824.2867408090765,,2701.125,2327.909090909091,1755.625,,0.0,11.0,0.0,9.0,0.0,0.0,4.0,43.0,2.0,6.0,3.0,8,3,4,17,12,11,4,5,5,3241687,1273048,2695278,6151846,13836862,22766210,1485509,2178544,1851952,2,1,10,338.0,183492,5562.9,69471,126321,57837,39.7,72925,314638,42728,26154,1990,25311,15419,247546,137393,173057,29003942,50514736,55388,22572,46066,14434,146459,44831,154495,4683.8,67974,17870,58466,49976,50266,86552,72,56,75,146459,0,5917,5049,8735,0,0,3527,0,0,0,0,0,5327,20998,0,0,0,0,0,0,0,0,0,0,0,0,17484,4911,24285,0,0,2595,0,0,15271,0,0,0,0,0,0,12722,1754,6906,2026,0,0,0,0,0,1523,1706,5267,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0
42,T.J. Maxx,FL,30.17392564,-81.62531711,414246,"30.17392564,-81.62531711",1,3,1,0,1,1,1,2,1,0,192515,2197481,224047,0,496065,500827,566379,497512,100503,0,11,4775329,2,17,6,0,1099.3157894736842,1000.3426892134253,723.1359221918433,,1471.5,1397.076923076923,1021.6666666666666,,0.0,6.0,0.0,1.0,0.0,1.0,0.0,23.0,0.0,0.0,2.0,3,2,3,4,4,9,1,2,2,779063,833361,2025418,1286366,2686163,15539425,463562,518376,553069,1,1,3,44.0,65610,2481.7,75836,188209,62191,43.8,28572,269810,17695,9168,1986,12877,6941,14544,68605,113646,12291932,22203112,19913,8388,17764,5764,53196,15175,64851,2453.0,30199,6535,15048,6093,46530,8034,82,66,85,53196,0,0,899,9392,3768,0,0,0,0,0,0,0,3315,6164,0,2227,0,2817,2076,240,84,0,0,0,0,0,0,0,0,0,0,0,0,0,7631,0,0,8287,0,0,2339,0,0,1707,0,0,0,0,0,0,0,2252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
